Id|ExportNaarOrafin|NaamAflopend sorteren|ipdc-ID-link|Alternatieve naam ipdc (=titel)
DVR000002904|False|Vlaams innovatienetwerk (VIN)|271|Vlaams innovatienetwerk (VIN)
DVR000002905|False|KidsInvest|278|Financiering van zelfstandige kinderopvang (KidsInvest)
DVR000002906|False|Projectgebonden subsidies of medefinanciering aan havenbedrijven|286|Projectgebonden subsidies of medefinanciering aan havenbedrijven
DVR000002907|False|Medefinanciering instandhouding en onderhoud maritieme toegangswegen|287|Medefinanciering van de instandhouding en het onderhoud van maritieme toegangswegen met aanmeerinstallaties
DVR000002908|False|Kwaliteitsmerk voor autosnelwegparkings in Vlaanderen|291|Kwaliteitsmerk voor autosnelwegparkings in Vlaanderen
DVR000002909|False|Seed & Early Stage|315|Risicokapitaal voor startende onderneming (Seed & Early Stage)
DVR000002910|False|Archief - Voordelige lening voor innoverende onderneming (Innovatiemezzanine)|319|Voordelige lening voor innoverende onderneming (Innovatiemezzanine)
DVR000002911|False|Erkenning classificeerders voor de indeling van geslachte runderen|369|Erkenning van classificeerders voor de indeling van geslachte runderen
DVR000002912|False|Erkenning classificeerders voor de indeling van geslachte varkens|370|Erkenning van classificeerders voor de indeling van geslachte varkens
DVR000002913|False|Archief - Erkenning toezichthouders op de indeling van geslachte runderen en varkens|371|Erkenning van toezichthouders op de indeling van geslachte runderen en varkens
DVR000002914|False|Erkenning gespecialiseerd pluimveebedrijf|374|Erkenning van een gespecialiseerd pluimveebedrijf
DVR000002915|False|Kwaliteitscontrole en herkomstcontrole bosbouwkundig teeltmateriaal|376|Kwaliteitscontrole en herkomstcontrole van bosbouwkundig teeltmateriaal
DVR000002916|False|Kwaliteitscontrole en certificering aardappelpootgoed|377|Kwaliteitscontrole en certificering van teeltmateriaal - aardappelpootgoed
DVR000002917|False|Subsidie schoolmelk|383|Subsidie voor schoolmelk
DVR000002918|False|Erkenning operator van aardappelpootgoed|388|Erkenning van een operator van aardappelpootgoed
DVR000002919|False|Erkenning leverancier van bosbouwkundig teeltmateriaal|389|Erkenning van een leverancier van bosbouwkundig teeltmateriaal
DVR000002920|False|Erkenning loontrieerder van zaaizaden|390|Erkenning van loontrieerder van zaaizaden
DVR000002921|False|Erkenning operator actief in de sector zaaizaad (productie en handel)|391|Erkenning van een operator die actief is in de sector zaaizaad (productie en handel)
DVR000002922|False|Erkenning operator van teeltmateriaal fruit-, groente- en siergewassen|393|Erkenning van een operator van teeltmateriaal van fruit-, groente- en siergewassen
DVR000002923|False|Kwaliteitscontrole en certificering fruitgewassen|394|Kwaliteitscontrole en certificering van fruitgewassen
DVR000002924|False|Kwaliteitscontrole en certificering zaaizaden|395|Kwaliteitscontrole en certificering van teeltmateriaal - zaaizaden
DVR000002925|False|Kwaliteitscontrole groentegewassen|396|Kwaliteitscontrole van teeltmateriaal - groentegewassen
DVR000002926|False|Kwaliteitscontrole siergewassen|397|Kwaliteitscontrole van teeltmateriaal - siergewassen
DVR000002927|False|Erkenning hopbereider|400|Erkenning van een hopbereider
DVR000002928|False|Kwaliteitscontrole en certificering hop|401|Kwaliteitscontrole en certificering van hop
DVR000002929|False|Erkenning fokkersverenigingen - Bijhouden rasstamboeken|533|Erkenning van fokkersverenigingen voor het bijhouden van rasstamboeken
DVR000002930|False|Erkenning fokkersverenigingen - bijhouden registers hybride dieren|534|Erkenning van fokkersverenigingen voor het bijhouden van registers voor hybride fokdieren
DVR000002931|False|Zoötechnische erkenning centra voor sperma, eicellen of embryo|535|Zoötechnische erkenning voor centra voor sperma, eicellen en/of embryo’s van landbouwdieren
DVR000002932|False|Erkenning keuringsinstelling koeltechnische bedrijven en examencentra|545|Erkenning van keuringsinstellingen voor de keuring van koeltechnische bedrijven en van examencentra koeltechniek
DVR000002933|False|Aanmelden nieuw ras van landbouw- of groentegewassen|556|Aanmelden van een nieuw ras van landbouw- of groentegewassen
DVR000002934|False|Erkenning en subsidiëring voorzieningen opvang van kinderen met een handicap|587|Erkenning en subsidiëring van voorzieningen voor opvang van kinderen en jongeren met een handicap
DVR000002935|False|Erkenning en subsidiëring ambulante begeleidingsdiensten gehandicapten|588|Erkenning en subsidiëring van begeleidingsdiensten voor personen met een handicap
DVR000002936|False|Persoonlijke-assistentiebudget voor personen met een handicap|589|Persoonlijk-assistentiebudget voor personen met een handicap (PAB)
DVR000002937|False|Tegemoetkoming voor hulpmiddelen voor personen met een handicap|595|Tegemoetkoming voor hulpmiddelen voor personen met een handicap
DVR000002938|False|Archief - Aanmelden en vergunnen van een toeristisch logies|596|Aanmelden en vergunnen van een toeristisch logies
DVR000002939|False|Subsidie originele en innoverende stadsprojecten|605|Subsidie voor originele en innoverende stadsprojecten
DVR000002940|False|Tegemoetkoming voor bijzonder cultuuraanbod Podium|608|Tegemoetkoming voor bijzonder cultuuraanbod Podium
DVR000002941|False|Opname in het aanbod Podium|609|Opname in artiestendatabank 'Podium'
DVR000002942|False|Attest hinder openbare werken|738|Attest hinder openbare werken
DVR000002943|False|Inkomensgarantie voor ouderen|833|Inkomensgarantie voor ouderen
DVR000002944|False|Kinderbijslag van 18 tot 25 jaar|839|Kinderbijslag van 18 tot 25 jaar
DVR000002945|False|Gewaarborgd kraamgeld|840|Gewaarborgd kraamgeld
DVR000002946|False|Gewaarborgde gezinsbijslag|841|Gewaarborgde gezinsbijslag
DVR000002947|False|Jaarlijkse bijslag bij het kindergeld (schoolpremie)|843|Jaarlijkse bijslag bij het kindergeld (schoolpremie)
DVR000002948|False|Toeslag bij de kinderbijslag voor langdurig werklozen en gepensioneerden|844|Toeslag bij de kinderbijslag voor langdurig werklozen en gepensioneerden
DVR000002949|False|Wezenbijslag|847|Wezenbijslag
DVR000002950|False|Initio, een voordelige lening voor zelfstandigen en kleine ondernemingen|1144|Initio, een voordelige lening voor startende ondernemers
DVR000002951|False|Toeslag bij de kinderbijslag voor eenoudergezinnen|1214|Toeslag bij de kinderbijslag voor eenoudergezinnen
DVR000002952|False|Toeslag op de kinderbijslag voor kinderen met een handicap|1215|Toeslag op de kinderbijslag voor kinderen met een handicap
DVR000002953|False|Loopbaanonderbreking in de openbare sector|1224|Loopbaanonderbreking in de openbare sector
DVR000002954|False|Steun voor een portfolio van haalbaarheidsstudies voor bedrijven|1231|Steun voor een portfolio van haalbaarheidsstudies voor bedrijven
DVR000002955|False|Vrijstelling schenkingsrechten voor overdracht familiale ondernemingen en vennootschappen|1235|Vrijstelling van schenkingsrechten voor de overdracht van familiale ondernemingen en vennootschappen
DVR000002956|False|Vermindering erfbelasting voor overdracht familiale ondernemingen en vennootschappen|1237|Vermindering van erfbelasting voor de overdracht van familiale ondernemingen en vennootschappen
DVR000002957|False|Verslag voor toegang tot het buitengewoon onderwijs|1263|Verslag voor toegang tot het buitengewoon onderwijs
DVR000002958|False|Belastingvermindering voor verhuurders die renoveren en hun woningen verhuren aan sociaal verhuurkantoor.|1265|Belastingvermindering voor verhuurders die renoveren en hun woning verhuren aan een sociaal verhuurkantoor
DVR000002959|False|Uw handicap laten erkennen en hulp aanvragen bij het VAPH|1422|Uw handicap laten erkennen en hulp aanvragen bij het VAPH
DVR000002960|False|Young in BXL - subsidie voor Straatburgerschap|1425|Young in BXL - subsidie voor Straatburgerschap
DVR000002961|False|Europese gehandicaptenkaart|1443|Europese gehandicaptenkaart
DVR000002962|False|Subsidie voor het correct afstellen van verwarmingsinstallaties op school|1444|Subsidie voor het correct afstellen van verwarmingsinstallaties op school
DVR000002963|False|Het Persoonsvolgend budget voor personen met een handicap (PVB)|1445|Het Persoonsvolgend budget voor personen met een handicap (PVB)
DVR000002964|False|Tegemoetkoming voor hulpmiddelen voor personen met een handicap|595|Tegemoetkoming voor hulpmiddelen voor personen met een handicap
DVR000002965|False|Kinderbijslag tot 18 jaar|1506|Kinderbijslag tot 18 jaar
DVR000002966|False|Toeslag op de kinderbijslag voor langdurig zieken en arbeidsongeschikten|1517|Toeslag op de kinderbijslag voor langdurig zieken en arbeidsongeschikten
